machine_id,machine_name,line_id,temperature,vibration,pressure,power_consumption,production_rate,defect_rate,machine_status,maintenance_status,downstream_delay,step,timestamp
M02,Machine B1 - Assembly Line 1,LINE-1,45.04,1.6,102.94,21.48,1176.8,0.544,HEALTHY,OK,0.0,69,2026-09-10T10:34:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,63.01,3.503,100.16,24.0,1144.0,2.293,CRITICAL,OK,0.0,69,2026-09-10T10:34:30Z
M04,Machine C - Quality Inspection,LINE-2,40.42,1.023,97.33,13.6,1045.8,0.16,WARNING,OK,13.2,69,2026-09-10T10:34:30Z
M05,Machine D - Packaging Unit,LINE-2,37.91,0.915,94.43,12.19,1068.8,0.315,WARNING,OK,11.7,69,2026-09-10T10:34:30Z
M06,Machine E - Material Transfer,LINE-2,39.42,1.13,99.04,14.78,1104.4,0.285,WARNING,OK,10.2,69,2026-09-10T10:34:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.16,1.417,100.95,20.76,1129.9,0.602,WARNING,OK,8.7,69,2026-09-10T10:34:30Z
M08,Machine G - Finishing Station,LINE-3,40.43,1.118,97.49,16.12,1136.9,0.389,WARNING,OK,7.2,69,2026-09-10T10:34:30Z
M09,Machine H - Final Inspection,LINE-3,39.71,0.906,96.5,13.25,1145.2,0.17,WARNING,OK,5.7,69,2026-09-10T10:34:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.51,0.658,94.14,10.51,1233.7,0.31,HEALTHY,OK,4.2,69,2026-09-10T10:34:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.68,1.101,101.57,19.14,1211.1,0.192,HEALTHY,OK,0.0,70,2026-09-10T10:35:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.0,1.544,103.56,21.9,1180.3,0.509,HEALTHY,OK,0.0,70,2026-09-10T10:35:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,63.97,3.67,100.44,24.79,1139.7,2.367,CRITICAL,OK,0.0,70,2026-09-10T10:35:00Z
M04,Machine C - Quality Inspection,LINE-2,40.69,0.981,98.81,14.16,1047.6,0.164,WARNING,OK,14.2,70,2026-09-10T10:35:00Z
M05,Machine D - Packaging Unit,LINE-2,37.72,0.921,95.2,13.09,1053.2,0.327,WARNING,OK,12.7,70,2026-09-10T10:35:00Z
M06,Machine E - Material Transfer,LINE-2,39.46,1.135,98.52,15.42,1109.3,0.318,WARNING,OK,11.2,70,2026-09-10T10:35:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.08,1.411,101.96,21.19,1113.5,0.575,WARNING,OK,9.7,70,2026-09-10T10:35:00Z
M08,Machine G - Finishing Station,LINE-3,40.58,0.962,97.61,15.99,1128.4,0.415,WARNING,OK,8.2,70,2026-09-10T10:35:00Z
M09,Machine H - Final Inspection,LINE-3,39.75,0.873,95.87,12.87,1138.6,0.145,WARNING,OK,6.7,70,2026-09-10T10:35:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.68,0.749,93.13,11.34,1140.7,0.289,WARNING,OK,5.2,70,2026-09-10T10:35:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.12,1.256,101.07,18.76,1194.6,0.186,HEALTHY,OK,0.0,71,2026-09-10T10:35:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.68,1.517,103.58,21.94,1169.8,0.468,HEALTHY,OK,0.0,71,2026-09-10T10:35:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,64.77,3.897,100.7,24.45,1125.4,2.444,CRITICAL,OK,0.0,71,2026-09-10T10:35:30Z
M04,Machine C - Quality Inspection,LINE-2,39.85,0.952,98.7,13.24,1018.9,0.186,WARNING,OK,15.3,71,2026-09-10T10:35:30Z
M05,Machine D - Packaging Unit,LINE-2,37.84,0.985,94.64,12.3,1045.1,0.312,WARNING,OK,13.8,71,2026-09-10T10:35:30Z
M06,Machine E - Material Transfer,LINE-2,38.82,1.021,98.57,15.38,1091.9,0.314,WARNING,OK,12.3,71,2026-09-10T10:35:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.9,1.367,102.84,20.94,1102.2,0.633,WARNING,OK,10.8,71,2026-09-10T10:35:30Z
M08,Machine G - Finishing Station,LINE-3,40.71,0.97,97.51,16.0,1121.9,0.463,WARNING,OK,9.3,71,2026-09-10T10:35:30Z
M09,Machine H - Final Inspection,LINE-3,40.13,0.681,96.16,13.01,1129.7,0.207,WARNING,OK,7.8,71,2026-09-10T10:35:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.99,0.697,94.31,10.84,1118.2,0.391,WARNING,OK,6.3,71,2026-09-10T10:35:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.71,1.205,100.55,18.53,1192.5,0.187,HEALTHY,OK,0.0,72,2026-09-10T10:36:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.42,1.524,103.28,21.47,1194.7,0.464,HEALTHY,OK,0.0,72,2026-09-10T10:36:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,66.04,3.979,100.79,24.49,1110.4,2.531,CRITICAL,OK,0.0,72,2026-09-10T10:36:00Z
M04,Machine C - Quality Inspection,LINE-2,40.01,0.988,96.98,14.34,1000.5,0.185,WARNING,OK,16.3,72,2026-09-10T10:36:00Z
M05,Machine D - Packaging Unit,LINE-2,37.78,0.918,94.55,11.82,1037.4,0.316,WARNING,OK,14.8,72,2026-09-10T10:36:00Z
M06,Machine E - Material Transfer,LINE-2,38.92,1.043,99.04,14.56,1075.5,0.277,WARNING,OK,13.3,72,2026-09-10T10:36:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.34,1.382,101.78,21.59,1099.7,0.61,WARNING,OK,11.8,72,2026-09-10T10:36:00Z
M08,Machine G - Finishing Station,LINE-3,40.85,0.97,96.41,16.29,1116.7,0.395,WARNING,OK,10.3,72,2026-09-10T10:36:00Z
M09,Machine H - Final Inspection,LINE-3,39.95,0.837,95.22,12.82,1116.0,0.253,WARNING,OK,8.8,72,2026-09-10T10:36:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.35,0.59,93.24,10.96,1117.1,0.26,WARNING,OK,7.3,72,2026-09-10T10:36:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.78,1.216,101.54,18.29,1205.8,0.189,HEALTHY,OK,0.0,73,2026-09-10T10:36:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.89,1.531,102.19,22.48,1181.5,0.538,HEALTHY,OK,0.0,73,2026-09-10T10:36:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,65.77,4.0,99.92,25.0,1100.1,2.62,CRITICAL,OK,0.0,73,2026-09-10T10:36:30Z
M04,Machine C - Quality Inspection,LINE-2,39.59,0.937,97.98,13.86,984.5,0.246,WARNING,OK,17.2,73,2026-09-10T10:36:30Z
M05,Machine D - Packaging Unit,LINE-2,37.97,0.964,94.73,12.57,1024.1,0.249,WARNING,OK,15.7,73,2026-09-10T10:36:30Z
M06,Machine E - Material Transfer,LINE-2,39.57,1.093,99.37,14.77,1072.2,0.274,WARNING,OK,14.2,73,2026-09-10T10:36:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.49,1.416,102.18,21.41,1097.7,0.623,WARNING,OK,12.7,73,2026-09-10T10:36:30Z
M08,Machine G - Finishing Station,LINE-3,40.43,0.965,97.0,16.22,1108.6,0.358,WARNING,OK,11.2,73,2026-09-10T10:36:30Z
M09,Machine H - Final Inspection,LINE-3,39.92,0.725,95.97,12.5,1122.5,0.211,WARNING,OK,9.7,73,2026-09-10T10:36:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.76,0.742,93.79,11.25,1106.2,0.271,WARNING,OK,8.2,73,2026-09-10T10:36:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.13,1.092,101.28,18.19,1200.8,0.168,HEALTHY,OK,0.0,74,2026-09-10T10:37:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.17,1.501,103.7,22.0,1173.9,0.493,HEALTHY,OK,0.0,74,2026-09-10T10:37:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,66.39,4.178,100.79,25.83,1085.5,2.711,CRITICAL,OK,0.0,74,2026-09-10T10:37:00Z
M04,Machine C - Quality Inspection,LINE-2,39.77,1.011,98.19,13.98,982.8,0.181,WARNING,OK,18.1,74,2026-09-10T10:37:00Z
M05,Machine D - Packaging Unit,LINE-2,38.39,0.927,94.99,12.41,1029.2,0.275,WARNING,OK,16.6,74,2026-09-10T10:37:00Z
M06,Machine E - Material Transfer,LINE-2,39.12,1.062,99.89,15.27,1060.7,0.315,WARNING,OK,15.1,74,2026-09-10T10:37:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.1,1.374,102.38,21.12,1084.5,0.599,WARNING,OK,13.6,74,2026-09-10T10:37:00Z
M08,Machine G - Finishing Station,LINE-3,41.17,1.011,97.53,15.81,1113.2,0.368,WARNING,OK,12.1,74,2026-09-10T10:37:00Z
M09,Machine H - Final Inspection,LINE-3,40.17,0.784,96.88,12.73,1108.9,0.171,WARNING,OK,10.6,74,2026-09-10T10:37:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.13,0.631,93.76,10.35,1113.9,0.285,WARNING,OK,9.1,74,2026-09-10T10:37:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.4,1.254,100.65,18.74,1194.4,0.248,HEALTHY,OK,0.0,75,2026-09-10T10:37:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.3,1.45,102.54,22.18,1177.9,0.495,HEALTHY,OK,0.0,75,2026-09-10T10:37:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,68.12,4.225,100.55,25.53,1088.6,2.793,CRITICAL,OK,0.0,75,2026-09-10T10:37:30Z
M04,Machine C - Quality Inspection,LINE-2,39.88,0.913,97.47,14.1,964.9,0.202,WARNING,OK,18.9,75,2026-09-10T10:37:30Z
M05,Machine D - Packaging Unit,LINE-2,38.42,0.841,94.88,12.56,1001.3,0.343,WARNING,OK,17.4,75,2026-09-10T10:37:30Z
M06,Machine E - Material Transfer,LINE-2,39.36,1.115,99.9,14.55,1057.1,0.311,WARNING,OK,15.9,75,2026-09-10T10:37:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.63,1.415,101.45,21.21,1083.6,0.608,WARNING,OK,14.4,75,2026-09-10T10:37:30Z
M08,Machine G - Finishing Station,LINE-3,40.26,0.952,97.78,16.01,1078.0,0.437,WARNING,OK,12.9,75,2026-09-10T10:37:30Z
M09,Machine H - Final Inspection,LINE-3,40.05,0.759,96.5,12.8,1104.7,0.211,WARNING,OK,11.4,75,2026-09-10T10:37:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.71,0.781,94.18,11.14,1114.0,0.262,WARNING,OK,9.9,75,2026-09-10T10:37:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.26,1.163,101.46,18.43,1204.0,0.204,HEALTHY,OK,0.0,76,2026-09-10T10:38:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,43.77,1.509,103.32,22.13,1179.2,0.549,HEALTHY,OK,0.0,76,2026-09-10T10:38:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,68.35,4.382,101.02,25.49,1067.2,2.798,CRITICAL,OK,0.0,76,2026-09-10T10:38:00Z
M04,Machine C - Quality Inspection,LINE-2,39.81,1.038,97.82,14.24,956.4,0.239,WARNING,OK,19.7,76,2026-09-10T10:38:00Z
M05,Machine D - Packaging Unit,LINE-2,37.88,0.923,95.25,12.95,987.0,0.286,WARNING,OK,18.2,76,2026-09-10T10:38:00Z
M06,Machine E - Material Transfer,LINE-2,39.34,1.177,99.12,14.91,1054.8,0.326,WARNING,OK,16.7,76,2026-09-10T10:38:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.86,1.417,102.59,21.57,1075.5,0.601,WARNING,OK,15.2,76,2026-09-10T10:38:00Z
M08,Machine G - Finishing Station,LINE-3,40.98,1.028,97.44,16.06,1084.2,0.439,WARNING,OK,13.7,76,2026-09-10T10:38:00Z
M09,Machine H - Final Inspection,LINE-3,39.54,0.778,96.05,13.6,1102.4,0.18,WARNING,OK,12.2,76,2026-09-10T10:38:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.78,0.783,92.59,10.7,1124.4,0.318,WARNING,OK,10.7,76,2026-09-10T10:38:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.56,1.198,101.33,18.75,1214.7,0.212,HEALTHY,OK,0.0,77,2026-09-10T10:38:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.78,1.539,102.65,21.69,1165.9,0.453,HEALTHY,OK,0.0,77,2026-09-10T10:38:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,68.44,4.39,100.66,25.15,1042.3,2.907,CRITICAL,OK,0.0,77,2026-09-10T10:38:30Z
M04,Machine C - Quality Inspection,LINE-2,39.81,0.97,98.76,13.82,951.2,0.199,CRITICAL,OK,20.3,77,2026-09-10T10:38:30Z
M05,Machine D - Packaging Unit,LINE-2,37.98,0.858,94.97,12.27,990.5,0.293,WARNING,OK,18.8,77,2026-09-10T10:38:30Z
M06,Machine E - Material Transfer,LINE-2,38.62,1.15,99.21,14.87,1044.5,0.297,WARNING,OK,17.3,77,2026-09-10T10:38:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.65,1.404,101.69,20.72,1054.8,0.589,WARNING,OK,15.8,77,2026-09-10T10:38:30Z
M08,Machine G - Finishing Station,LINE-3,41.23,0.965,98.76,16.27,1095.5,0.424,WARNING,OK,14.3,77,2026-09-10T10:38:30Z
M09,Machine H - Final Inspection,LINE-3,40.74,0.761,94.72,12.87,1105.4,0.205,WARNING,OK,12.8,77,2026-09-10T10:38:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.11,0.766,94.19,11.24,1095.3,0.267,WARNING,OK,11.3,77,2026-09-10T10:38:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.65,1.205,100.99,18.31,1194.8,0.179,HEALTHY,OK,0.0,78,2026-09-10T10:39:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.49,1.425,102.9,21.82,1188.9,0.509,HEALTHY,OK,0.0,78,2026-09-10T10:39:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,69.41,4.492,100.44,25.73,1066.8,2.995,CRITICAL,OK,0.0,78,2026-09-10T10:39:00Z
M04,Machine C - Quality Inspection,LINE-2,40.43,1.0,98.4,13.85,928.4,0.208,CRITICAL,OK,21.0,78,2026-09-10T10:39:00Z
M05,Machine D - Packaging Unit,LINE-2,38.29,0.929,95.21,12.4,978.0,0.317,WARNING,OK,19.5,78,2026-09-10T10:39:00Z
M06,Machine E - Material Transfer,LINE-2,39.17,1.072,99.55,14.74,1034.2,0.349,WARNING,OK,18.0,78,2026-09-10T10:39:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.35,1.382,102.14,21.05,1042.8,0.573,WARNING,OK,16.5,78,2026-09-10T10:39:00Z
M08,Machine G - Finishing Station,LINE-3,40.98,0.982,97.62,16.34,1080.6,0.368,WARNING,OK,15.0,78,2026-09-10T10:39:00Z
M09,Machine H - Final Inspection,LINE-3,40.13,0.784,95.92,12.91,1113.6,0.133,WARNING,OK,13.5,78,2026-09-10T10:39:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.84,0.7,93.61,11.27,1104.8,0.299,WARNING,OK,12.0,78,2026-09-10T10:39:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.89,1.194,101.25,18.48,1198.5,0.208,HEALTHY,OK,0.0,79,2026-09-10T10:39:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.3,1.438,102.47,21.48,1186.9,0.508,HEALTHY,OK,0.0,79,2026-09-10T10:39:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,69.95,4.528,101.39,25.54,1056.9,3.076,CRITICAL,OK,0.0,79,2026-09-10T10:39:30Z
M04,Machine C - Quality Inspection,LINE-2,39.61,0.973,98.09,14.86,932.7,0.248,CRITICAL,OK,21.5,79,2026-09-10T10:39:30Z
M05,Machine D - Packaging Unit,LINE-2,38.48,0.918,94.51,12.82,968.0,0.348,WARNING,OK,20.0,79,2026-09-10T10:39:30Z
M06,Machine E - Material Transfer,LINE-2,39.08,0.967,98.83,15.2,1031.3,0.321,WARNING,OK,18.5,79,2026-09-10T10:39:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.66,1.335,101.96,21.01,1054.1,0.637,WARNING,OK,17.0,79,2026-09-10T10:39:30Z
M08,Machine G - Finishing Station,LINE-3,40.66,1.016,97.53,15.53,1070.4,0.4,WARNING,OK,15.5,79,2026-09-10T10:39:30Z
M09,Machine H - Final Inspection,LINE-3,40.79,0.829,95.14,12.07,1100.3,0.197,WARNING,OK,14.0,79,2026-09-10T10:39:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.46,0.656,94.18,11.25,1093.5,0.287,WARNING,OK,12.5,79,2026-09-10T10:39:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.01,1.227,101.29,18.79,1196.3,0.16,HEALTHY,OK,0.0,80,2026-09-10T10:40:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.79,1.47,102.72,21.98,1180.5,0.488,HEALTHY,OK,0.0,80,2026-09-10T10:40:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,70.12,4.658,100.59,25.09,1065.9,3.091,CRITICAL,OK,0.0,80,2026-09-10T10:40:00Z
M04,Machine C - Quality Inspection,LINE-2,40.23,0.931,97.76,13.8,932.9,0.182,CRITICAL,OK,21.9,80,2026-09-10T10:40:00Z
M05,Machine D - Packaging Unit,LINE-2,38.3,0.867,94.77,12.43,979.0,0.243,CRITICAL,OK,20.4,80,2026-09-10T10:40:00Z
M06,Machine E - Material Transfer,LINE-2,38.47,1.003,98.46,14.76,1018.5,0.278,WARNING,OK,18.9,80,2026-09-10T10:40:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.19,1.349,102.6,21.12,1053.9,0.57,WARNING,OK,17.4,80,2026-09-10T10:40:00Z
M08,Machine G - Finishing Station,LINE-3,40.39,0.943,97.48,16.26,1082.2,0.419,WARNING,OK,15.9,80,2026-09-10T10:40:00Z
M09,Machine H - Final Inspection,LINE-3,39.7,0.801,95.84,12.94,1106.6,0.147,WARNING,OK,14.4,80,2026-09-10T10:40:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.91,0.761,93.27,10.81,1090.9,0.293,WARNING,OK,12.9,80,2026-09-10T10:40:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.36,1.23,101.63,18.65,1193.0,0.203,HEALTHY,OK,0.0,81,2026-09-10T10:40:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.64,1.483,104.08,22.03,1170.5,0.505,HEALTHY,OK,0.0,81,2026-09-10T10:40:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,69.9,4.65,99.98,25.74,1054.5,3.15,CRITICAL,OK,0.0,81,2026-09-10T10:40:30Z
M04,Machine C - Quality Inspection,LINE-2,40.21,0.945,97.73,14.08,916.6,0.192,CRITICAL,OK,22.3,81,2026-09-10T10:40:30Z
M05,Machine D - Packaging Unit,LINE-2,38.18,0.883,95.11,12.98,966.4,0.335,CRITICAL,OK,20.8,81,2026-09-10T10:40:30Z
M06,Machine E - Material Transfer,LINE-2,39.22,1.027,98.45,14.75,1019.6,0.297,WARNING,OK,19.3,81,2026-09-10T10:40:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.25,1.463,102.15,20.87,1036.4,0.602,WARNING,OK,17.8,81,2026-09-10T10:40:30Z
M08,Machine G - Finishing Station,LINE-3,41.01,1.009,98.55,16.37,1078.9,0.371,WARNING,OK,16.3,81,2026-09-10T10:40:30Z
M09,Machine H - Final Inspection,LINE-3,39.79,0.795,95.61,13.15,1093.1,0.167,WARNING,OK,14.8,81,2026-09-10T10:40:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.48,0.705,93.14,10.98,1094.7,0.329,WARNING,OK,13.3,81,2026-09-10T10:40:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.87,1.241,101.39,18.11,1188.7,0.234,HEALTHY,OK,0.0,82,2026-09-10T10:41:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.48,1.516,103.75,22.32,1185.5,0.473,HEALTHY,OK,0.0,82,2026-09-10T10:41:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,71.37,4.776,100.31,25.73,1046.0,3.112,CRITICAL,OK,0.0,82,2026-09-10T10:41:00Z
M04,Machine C - Quality Inspection,LINE-2,40.28,0.952,98.19,13.84,914.5,0.177,CRITICAL,OK,22.6,82,2026-09-10T10:41:00Z
M05,Machine D - Packaging Unit,LINE-2,37.94,0.994,95.69,12.61,964.0,0.325,CRITICAL,OK,21.1,82,2026-09-10T10:41:00Z
M06,Machine E - Material Transfer,LINE-2,39.45,1.059,98.96,14.45,1028.8,0.362,WARNING,OK,19.6,82,2026-09-10T10:41:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.03,1.294,102.3,20.73,1043.2,0.619,WARNING,OK,18.1,82,2026-09-10T10:41:00Z
M08,Machine G - Finishing Station,LINE-3,41.1,0.976,97.18,16.04,1069.1,0.367,WARNING,OK,16.6,82,2026-09-10T10:41:00Z
M09,Machine H - Final Inspection,LINE-3,39.87,0.817,95.91,12.58,1095.7,0.118,WARNING,OK,15.1,82,2026-09-10T10:41:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.82,0.669,94.07,11.17,1099.3,0.279,WARNING,OK,13.6,82,2026-09-10T10:41:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.23,1.21,100.44,19.07,1188.5,0.213,HEALTHY,OK,0.0,83,2026-09-10T10:41:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.16,1.514,102.75,22.25,1167.5,0.498,HEALTHY,OK,0.0,83,2026-09-10T10:41:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,70.63,4.743,100.71,26.29,1039.1,3.206,CRITICAL,OK,0.0,83,2026-09-10T10:41:30Z
M04,Machine C - Quality Inspection,LINE-2,40.02,0.955,97.87,13.91,909.4,0.213,CRITICAL,OK,22.8,83,2026-09-10T10:41:30Z
M05,Machine D - Packaging Unit,LINE-2,38.09,0.82,94.17,12.63,957.1,0.309,CRITICAL,OK,21.3,83,2026-09-10T10:41:30Z
M06,Machine E - Material Transfer,LINE-2,39.31,1.036,98.29,15.5,1022.1,0.287,WARNING,OK,19.8,83,2026-09-10T10:41:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.63,1.374,101.4,21.27,1040.8,0.633,WARNING,OK,18.3,83,2026-09-10T10:41:30Z
M08,Machine G - Finishing Station,LINE-3,40.84,0.948,97.29,15.21,1069.6,0.395,WARNING,OK,16.8,83,2026-09-10T10:41:30Z
M09,Machine H - Final Inspection,LINE-3,40.33,0.706,96.58,13.25,1096.3,0.198,WARNING,OK,15.3,83,2026-09-10T10:41:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.41,0.626,94.36,10.77,1079.0,0.266,WARNING,OK,13.8,83,2026-09-10T10:41:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.0,1.159,101.49,17.96,1183.0,0.241,HEALTHY,OK,0.0,84,2026-09-10T10:42:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.36,1.448,103.0,22.31,1183.4,0.504,HEALTHY,OK,0.0,84,2026-09-10T10:42:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,71.4,4.757,100.52,25.98,1038.2,3.184,CRITICAL,OK,0.0,84,2026-09-10T10:42:00Z
M04,Machine C - Quality Inspection,LINE-2,40.03,1.002,97.48,14.24,906.2,0.193,CRITICAL,OK,23.0,84,2026-09-10T10:42:00Z
M05,Machine D - Packaging Unit,LINE-2,37.88,0.918,93.94,12.77,956.5,0.337,CRITICAL,OK,21.5,84,2026-09-10T10:42:00Z
M06,Machine E - Material Transfer,LINE-2,38.81,1.098,99.96,14.92,1026.2,0.301,WARNING,OK,20.0,84,2026-09-10T10:42:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.17,1.403,102.42,20.79,1038.5,0.581,WARNING,OK,18.5,84,2026-09-10T10:42:00Z
M08,Machine G - Finishing Station,LINE-3,41.04,0.989,97.86,16.39,1063.1,0.378,WARNING,OK,17.0,84,2026-09-10T10:42:00Z
M09,Machine H - Final Inspection,LINE-3,39.43,0.902,96.15,13.14,1078.0,0.2,WARNING,OK,15.5,84,2026-09-10T10:42:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.2,0.687,94.54,11.69,1083.3,0.269,WARNING,OK,14.0,84,2026-09-10T10:42:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.65,1.28,101.82,18.46,1200.3,0.176,HEALTHY,OK,0.0,85,2026-09-10T10:42:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.36,1.481,102.87,22.18,1178.5,0.493,HEALTHY,OK,0.0,85,2026-09-10T10:42:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,71.0,4.84,101.32,26.18,1046.4,3.194,CRITICAL,OK,0.0,85,2026-09-10T10:42:30Z
M04,Machine C - Quality Inspection,LINE-2,39.72,1.033,98.09,13.57,909.1,0.198,CRITICAL,OK,23.0,85,2026-09-10T10:42:30Z
M05,Machine D - Packaging Unit,LINE-2,37.8,0.974,95.24,12.91,961.3,0.302,CRITICAL,OK,21.5,85,2026-09-10T10:42:30Z
M06,Machine E - Material Transfer,LINE-2,38.63,1.101,99.01,14.59,1015.1,0.29,CRITICAL,OK,20.0,85,2026-09-10T10:42:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.17,1.423,101.71,21.14,1043.2,0.514,WARNING,OK,18.5,85,2026-09-10T10:42:30Z
M08,Machine G - Finishing Station,LINE-3,40.81,1.054,96.66,16.03,1079.7,0.377,WARNING,OK,17.0,85,2026-09-10T10:42:30Z
M09,Machine H - Final Inspection,LINE-3,40.0,0.735,96.81,12.98,1087.2,0.241,WARNING,OK,15.5,85,2026-09-10T10:42:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.26,0.656,93.68,11.15,1085.4,0.236,WARNING,OK,14.0,85,2026-09-10T10:42:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.98,1.126,102.11,18.55,1192.8,0.179,HEALTHY,OK,0.0,86,2026-09-10T10:43:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.24,1.445,103.51,22.67,1185.8,0.497,HEALTHY,OK,0.0,86,2026-09-10T10:43:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,70.83,4.752,101.53,25.94,1056.9,3.242,CRITICAL,OK,0.0,86,2026-09-10T10:43:00Z
M04,Machine C - Quality Inspection,LINE-2,39.3,0.967,97.67,13.98,910.5,0.29,CRITICAL,OK,23.0,86,2026-09-10T10:43:00Z
M05,Machine D - Packaging Unit,LINE-2,37.57,0.911,95.31,12.5,960.5,0.269,CRITICAL,OK,21.5,86,2026-09-10T10:43:00Z
M06,Machine E - Material Transfer,LINE-2,39.04,1.126,99.16,15.17,1026.9,0.328,CRITICAL,OK,20.0,86,2026-09-10T10:43:00Z
